MENG 5075, 22270.0, TR, 08:00 AM - 09:15 AM, 3.0, MENG 5075 - Adv Engineering Math (T/R 08:00 AM - 09:15 AM)
MENG 5085, 22256.0, M, 11:00 AM - 11:50 AM, 1.0, MENG 5085 - Graduate Faculty Seminar (M 11:00 AM - 11:50 AM)
MENG 5085, 22258.0, MT, 11:00 AM - 11:50 AM, 1.0, MENG 5085 - Graduate Faculty Seminar (M/T 11:00 AM - 11:50 AM)
HUMN 1230, 21444.0, TR, 11:00 AM - 12:15 PM, 3.0, HUMN 1230 - Sci-Fi Dystopia (Freshman) (T/R 11:00 AM - 12:15 PM)
HUMN 1230, 21445.0, TR, 11:00 AM - 12:15 PM, 3.0, HUMN 1230 - g:Sci-Fi Dystopia (T/R 11:00 AM - 12:15 PM)
HUMN 1230, 21448.0, TR, 12:30 PM - 01:45 PM, 3.0, HUMN 1230 - g:Sci-Fi Dystopia (T/R 12:30 PM - 01:45 PM)
HUMN 1230, 22421.0, TR, 12:30 PM - 01:45 PM, 3.0, HUMN 1230 - Sci-Fi Dystopia (Freshman) (T/R 12:30 PM - 01:45 PM)
HUMN 2180, 21443.0, MWF, 02:00 PM - 02:50 PM, 3.0, HUMN 2180 - g:Latin American Popular Music (M/W/F 02:00 PM - 02:50 PM)
HIST 1110, 21299.0, TR, 09:30 AM - 10:45 AM, 3.0, HIST 1110 - U.S. History I (T/R 09:30 AM - 10:45 AM)
HIST 1150, 20647.0, MWF, 12:00 PM - 12:50 PM, 3.0, HIST 1150 - Western Civil I (Freshman) (M/W/F 12:00 PM - 12:50 PM)
HIST 1150, 20648.0, MWF, 12:00 PM - 12:50 PM, 3.0, HIST 1150 - Western Civilization I (M/W/F 12:00 PM - 12:50 PM)
HIST 1166, 20649.0, MWF, 10:00 AM - 10:50 AM, 3.0, HIST 1166 - Sci&Tech from Handaxe to Steam (M/W/F 10:00 AM - 10:50 AM)
HIST 1166, 22416.0, MWF, 10:00 AM - 10:50 AM, 3.0, HIST 1166 - Sci&Tech from Handaxe to Steam (M/W/F 10:00 AM - 10:50 AM)
HIST 3045, 21314.0, MWF, 01:00 PM - 01:50 PM, 3.0, HIST 3045 - Rise & Fall of Soviet Union (M/W/F 01:00 PM - 01:50 PM)
GEOP 5024, 22471.0, TR, 09:30 AM - 10:45 AM, 3.0, GEOP 5024 - Observational Seismology (T/R 09:30 AM - 10:45 AM)
GEOP 5089, 22044.0, W, 01:00 PM - 01:50 PM, 1.0, GEOP 5089 - Fndmtls of Sci comput sem (W 01:00 PM - 01:50 PM)
GEOP 5093, 22109.0, R, 04:00 PM - 05:00 PM, 1.0, GEOP 5093 - Seminar (R 04:00 PM - 05:00 PM)
MATH 0289, 20827.0, MWF, 11:00 AM - 12:05 PM, 1.0, MATH 0289 - Vector Calculus (M/W/F 11:00 AM - 12:05 PM)
MATH 0289, 20828.0, MWF, 12:45 PM - 01:50 PM, 1.0, MATH 0289 - Vector Calculus (M/W/F 12:45 PM - 01:50 PM)
MATH 1220, 20449.0, MWF, 09:00 AM - 09:50 AM, 3.0, MATH 1220 - College Algebra (M/W/F 09:00 AM - 09:50 AM)
MATH 1220, 21109.0, MWF, 10:00 AM - 10:50 AM, 3.0, MATH 1220 - College Algebra (M/W/F 10:00 AM - 10:50 AM)
MATH 1230, 20455.0, MWF, 09:00 AM - 09:50 AM, 3.0, MATH 1230 - Trigonometry (M/W/F 09:00 AM - 09:50 AM)
MATH 1230, 20456.0, MWF, 10:00 AM - 10:50 AM, 3.0, MATH 1230 - Trigonometry (M/W/F 10:00 AM - 10:50 AM)
MATH 1240, 20450.0, MWF, 01:00 PM - 01:50 PM, 3.0, MATH 1240 - Pre-Calculus (M/W/F 01:00 PM - 01:50 PM)
MATH 1240, 20451.0, MWF, 11:00 AM - 11:50 AM, 3.0, MATH 1240 - Pre-Calculus (M/W/F 11:00 AM - 11:50 AM)
MATH 1510, 20606.0, MWF, 09:00 AM - 09:50 AM, 4.0, MATH 1510 - Calculus I (M/W/F 09:00 AM - 09:50 AM)
MATH 1510, 20460.0, MWF, 11:00 AM - 11:50 AM, 4.0, MATH 1510 - Calculus I (M/W/F 11:00 AM - 11:50 AM)
MATH 1510, 20607.0, MWF, 01:00 PM - 01:50 PM, 4.0, MATH 1510 - Calculus I (M/W/F 01:00 PM - 01:50 PM)
GEOB 5000, 21293.0, R, 04:00 PM - 05:00 PM, 1.0, GEOB 5000 - Directed Study (R 04:00 PM - 05:00 PM)
GEOB 5089, 22041.0, W, 01:00 PM - 01:50 PM, 1.0, GEOB 5089 - Fndmtls of Sci comput sem (W 01:00 PM - 01:50 PM)
GEOB 5093, 21294.0, R, 04:00 PM - 05:00 PM, 1.0, GEOB 5093 - Seminar (R 04:00 PM - 05:00 PM)
MTLS 5031, 22433.0, TR, 12:30 PM - 01:45 PM, 3.0, MTLS 5031 - Fund in Mfg Processes Mtls (T/R 12:30 PM - 01:45 PM)
MTLS 5031, 22434.0, TR, 12:30 PM - 01:45 PM, 3.0, MTLS 5031 - Fund in Mfg Processes Mtls (T/R 12:30 PM - 01:45 PM)
MTLS 5034, 22435.0, TR, 08:00 AM - 09:15 AM, 3.0, MTLS 5034 - Phase Equilibria Materials Sys (T/R 08:00 AM - 09:15 AM)
MTLS 5034, 22436.0, TR, 08:00 AM - 09:15 AM, 3.0, MTLS 5034 - Phase Equilibria Materials Sys (T/R 08:00 AM - 09:15 AM)
GNDR 0189, 22496.0, MW, 03:00 PM - 04:50 PM, 3.0, GNDR 0189 - Identity in Design (M/W 03:00 PM - 04:50 PM)
FDMA 0189, 22495.0, MW, 12:00 PM - 01:50 PM, 3.0, FDMA 0189 - Scientific Illustration (M/W 12:00 PM - 01:50 PM)
FDMA 1266, 21463.0, TR, 02:00 PM - 04:00 PM, 3.0, FDMA 1266 - Digital Tech Visual Art- Fresh (T/R 02:00 PM - 04:00 PM)
FDMA 1266, 21464.0, TR, 02:00 PM - 04:00 PM, 3.0, FDMA 1266 - g:Digital Tech Visual Art (T/R 02:00 PM - 04:00 PM)
GEOC 5007, 21341.0, TR, 11:00 AM - 12:15 PM, 3.0, GEOC 5007 - Hydrogeochemistry (T/R 11:00 AM - 12:15 PM)
GEOC 5089, 21347.0, TR, 09:30 AM - 10:45 AM, 3.0, GEOC 5089 - Mineral Deposits (T/R 09:30 AM - 10:45 AM)
GEOC 5089, 21353.0, T, 05:00 PM - 07:30 PM, 3.0, GEOC 5089 - Exploration Geochemistry (T 05:00 PM - 07:30 PM)
GEOC 5089, 22042.0, W, 01:00 PM - 01:50 PM, 1.0, GEOC 5089 - Fndmtls of Sci comput sem (W 01:00 PM - 01:50 PM)
EXPL 4045, 22277.0, TR, 09:30 AM - 10:45 AM, 3.0, EXPL 4045 - Introduction to Explosives Eng (T/R 09:30 AM - 10:45 AM)
EXPL 4052, 22281.0, F, 08:00 AM - 10:30 AM, 3.0, EXPL 4052 - Explosives Technology & Apps (F 08:00 AM - 10:30 AM)
GEOL 0289, 22451.0, TR, 09:30 AM - 10:45 AM, 3.0, GEOL 0289 - Cave Geology (T/R 09:30 AM - 10:45 AM)
GEOL 1101, 20802.0, M, 01:00 PM - 01:50 PM, 1.0, GEOL 1101 - Earth Science as a Profession (M 01:00 PM - 01:50 PM)
GEOL 1110, 20504.0, MWF, 11:00 AM - 11:50 AM, 3.0, GEOL 1110 - Earth Processes (M/W/F 11:00 AM - 11:50 AM)
GEOL 1110L, 20509.0, T, 02:00 PM - 05:00 PM, 1.0, GEOL 1110L - Earth Processes Lab (T 02:00 PM - 05:00 PM)
GEOL 1110L, 20510.0, W, 02:00 PM - 05:00 PM, 1.0, GEOL 1110L - Earth Processes Lab (W 02:00 PM - 05:00 PM)
GEOL 1110L, 20511.0, R, 12:30 PM - 03:30 PM, 1.0, GEOL 1110L - Earth Processes Lab (R 12:30 PM - 03:30 PM)
GEOL 2320, 20505.0, MWF, 10:00 AM - 10:50 AM, 4.0, GEOL 2320 - Erth Surf Processes & Landform (M/W/F 10:00 AM - 10:50 AM)
GEOL 2340, 20513.0, TR, 11:00 AM - 12:15 PM, 4.0, GEOL 2340 - Intro to Erth Struc & Comp (T/R 11:00 AM - 12:15 PM)
GEOL 3053, 21994.0, TR, 08:00 AM - 09:15 AM, 4.0, GEOL 3053 - Structural Geology (T/R 08:00 AM - 09:15 AM)
GEOL 3080, 21987.0, MWF, 12:00 PM - 12:50 PM, 4.0, GEOL 3080 - Igneous&Metamorphic Petrology (M/W/F 12:00 PM - 12:50 PM)
GEOL 4007, 21998.0, TR, 11:00 AM - 12:15 PM, 3.0, GEOL 4007 - Hydrogeochemistry (T/R 11:00 AM - 12:15 PM)
GEOL 4040, 22001.0, MWF, 11:00 AM - 11:50 AM, 3.0, GEOL 4040 - Hydro. Theory & Field Methods (M/W/F 11:00 AM - 11:50 AM)
GEOL 4040, 22004.0, MWF, 11:00 AM - 11:50 AM, 3.0, GEOL 4040 - Hydro. Theory & Field Methods (M/W/F 11:00 AM - 11:50 AM)
GEOL 4040L, 22008.0, M, 02:00 PM - 05:00 PM, 1.0, GEOL 4040L - Hydro Theory & Fld Method Lab (M 02:00 PM - 05:00 PM)
MATH 1520, 20463.0, MWF, 11:00 AM - 12:05 PM, 4.0, MATH 1520 - Calculus II (M/W/F 11:00 AM - 12:05 PM)
MATH 1520, 20464.0, MWF, 12:45 PM - 01:50 PM, 4.0, MATH 1520 - Calculus II (M/W/F 12:45 PM - 01:50 PM)
MATH 1520A, 22494.0, MWF, 11:55 AM - 12:55 PM, 4.0, MATH 1520A - Calc II Extended (part 1) (M/W/F 11:55 AM - 12:55 PM)
MATH 1520B, 21469.0, TR, 08:00 AM - 09:15 AM, 2.0, MATH 1520B - Calc II Extended (Part 2) (T/R 08:00 AM - 09:15 AM)
MATH 2350, 20467.0, MWF, 02:00 PM - 02:50 PM, 3.0, MATH 2350 - Statistical Methods (M/W/F 02:00 PM - 02:50 PM)
MATH 2420, 20466.0, TR, 11:00 AM - 12:15 PM, 3.0, MATH 2420 - Applied Linear Algebra (T/R 11:00 AM - 12:15 PM)
MATH 2532, 20612.0, MWF, 11:00 AM - 12:05 PM, 4.0, MATH 2532 - Calculus III (M/W/F 11:00 AM - 12:05 PM)
MATH 2532, 20465.0, MWF, 12:45 PM - 01:50 PM, 4.0, MATH 2532 - Calculus III (M/W/F 12:45 PM - 01:50 PM)
MATH 3035, 21487.0, MWF, 11:00 AM - 11:50 AM, 3.0, MATH 3035 - Ordinary Differential Equation (M/W/F 11:00 AM - 11:50 AM)
MATH 3035, 21488.0, TR, 11:00 AM - 12:15 PM, 3.0, MATH 3035 - Ordinary Differential Equation (T/R 11:00 AM - 12:15 PM)
MATH 3035L, 21489.0, W, 04:00 PM - 05:15 PM, 1.0, MATH 3035L - ODE Computer Lab (W 04:00 PM - 05:15 PM)
MATH 3036, 21491.0, TR, 09:30 AM - 10:45 AM, 3.0, MATH 3036 - Intro to PDE's (T/R 09:30 AM - 10:45 AM)
MATH 3052, 21494.0, TR, 09:30 AM - 10:45 AM, 3.0, MATH 3052 - Basic Concepts of Math (T/R 09:30 AM - 10:45 AM)
MATH 3072, 21496.0, MWF, 09:00 AM - 09:50 AM, 3.0, MATH 3072 - Basic Concepts of Analysis (M/W/F 09:00 AM - 09:50 AM)
MATH 3082, 21498.0, TR, 02:00 PM - 03:15 PM, 3.0, MATH 3082 - Probability and Statistics (T/R 02:00 PM - 03:15 PM)
MATH 3082L, 21502.0, M, 06:30 PM - 08:00 PM, 1.0, MATH 3082L - Probability and Statistics Lab (M 06:30 PM - 08:00 PM)
MATH 3082L, 21521.0, T, 11:00 AM - 12:15 PM, 1.0, MATH 3082L - Probability and Statistics Lab (T 11:00 AM - 12:15 PM)
MATH 4010, 21522.0, TR, 11:00 AM - 12:15 PM, 3.0, MATH 4010 - Numerical Methods I (T/R 11:00 AM - 12:15 PM)
MATH 4015, 21523.0, MWF, 02:00 PM - 02:50 PM, 3.0, MATH 4015 - OR:  Linear Programming (M/W/F 02:00 PM - 02:50 PM)
ENGL 1110, 20492.0, MWF, 10:00 AM - 10:50 AM, 3.0, ENGL 1110 - g:Composition I (M/W/F 10:00 AM - 10:50 AM)
ENGL 1110, 20493.0, MWF, 11:00 AM - 11:50 AM, 3.0, ENGL 1110 - g:Composition I (M/W/F 11:00 AM - 11:50 AM)
ENGL 1110, 20494.0, MWF, 12:00 PM - 12:50 PM, 3.0, ENGL 1110 - g:Composition I (M/W/F 12:00 PM - 12:50 PM)
ENGL 1110, 20495.0, MWF, 01:00 PM - 01:50 PM, 3.0, ENGL 1110 - g:Composition I (M/W/F 01:00 PM - 01:50 PM)
ENGL 1110, 20635.0, TR, 09:30 AM - 10:45 AM, 3.0, ENGL 1110 - g:Composition I (T/R 09:30 AM - 10:45 AM)
ENGL 1110, 20636.0, TR, 11:00 AM - 12:15 PM, 3.0, ENGL 1110 - g:Composition I (T/R 11:00 AM - 12:15 PM)
ENGL 1110, 21111.0, TR, 03:30 PM - 04:45 PM, 3.0, ENGL 1110 - g:Composition I (T/R 03:30 PM - 04:45 PM)
ENGL 1120, 20496.0, TR, 02:00 PM - 03:15 PM, 3.0, ENGL 1120 - g:Composition II (T/R 02:00 PM - 03:15 PM)
ENGL 1120, 20497.0, MWF, 09:00 AM - 09:50 AM, 3.0, ENGL 1120 - g:Composition II (M/W/F 09:00 AM - 09:50 AM)
ENGL 1120, 20638.0, MWF, 10:00 AM - 10:50 AM, 3.0, ENGL 1120 - g:Composition II (M/W/F 10:00 AM - 10:50 AM)
ENGL 1120, 20639.0, MWF, 01:00 PM - 01:50 PM, 3.0, ENGL 1120 - g:Composition II (M/W/F 01:00 PM - 01:50 PM)
ENGL 1120, 20640.0, MWF, 02:00 PM - 02:50 PM, 3.0, ENGL 1120 - g:Composition II (M/W/F 02:00 PM - 02:50 PM)
ENGL 3011, 22502.0, TR, 02:00 PM - 03:15 PM, 3.0, ENGL 3011 - g:Creative Writing (T/R 02:00 PM - 03:15 PM)
ENGL 3041, 21274.0, TR, 09:30 AM - 10:45 AM, 3.0, ENGL 3041 - g:Technical Writing (T/R 09:30 AM - 10:45 AM)
ENGL 3041, 21275.0, TR, 11:00 AM - 12:15 PM, 3.0, ENGL 3041 - g:Technical Writing (T/R 11:00 AM - 12:15 PM)
ENGL 3041, 21281.0, TR, 03:30 PM - 04:45 PM, 3.0, ENGL 3041 - g:Technical Writing (T/R 03:30 PM - 04:45 PM)
ENGL 3041, 21292.0, TR, 08:00 AM - 09:15 AM, 3.0, ENGL 3041 - g:Technical Writing (T/R 08:00 AM - 09:15 AM)
ENGL 3041, 22498.0, TR, 11:00 AM - 12:15 PM, 3.0, ENGL 3041 - g:Technical Writing (T/R 11:00 AM - 12:15 PM)
ES 110, 20222.0, MW, 12:00 PM - 12:50 PM, 2.0, ES 110 - Intro to Engineering Design (M/W 12:00 PM - 12:50 PM)
ES 201, 20137.0, TR, 12:30 PM - 01:45 PM, 3.0, ES 201 - Statics (T/R 12:30 PM - 01:45 PM)
ES 201, 20206.0, MWF, 10:00 AM - 10:50 AM, 3.0, ES 201 - Statics (M/W/F 10:00 AM - 10:50 AM)
ES 216, 20012.0, TR, 11:00 AM - 12:15 PM, 3.0, ES 216 - Engineering Fluid Mechanics (T/R 11:00 AM - 12:15 PM)
ES 216, 20277.0, MWF, 11:00 AM - 11:50 AM, 3.0, ES 216 - Engineering Fluid Mechanics (M/W/F 11:00 AM - 11:50 AM)
ES 3002, 21401.0, MWF, 11:00 AM - 11:50 AM, 3.0, ES 3002 - Mechanics of Materials (M/W/F 11:00 AM - 11:50 AM)
ES 3003, 21402.0, TR, 09:30 AM - 10:45 AM, 3.0, ES 3003 - Engineering Dynamics (T/R 09:30 AM - 10:45 AM)
ES 3016, 21403.0, TR, 11:00 AM - 12:15 PM, 3.0, ES 3016 - Engineering Economics (T/R 11:00 AM - 12:15 PM)
ES 3016, 21404.0, TR, 09:30 AM - 10:45 AM, 3.0, ES 3016 - Engineering Economics (T/R 09:30 AM - 10:45 AM)
ES 3032, 21405.0, MWF, 11:00 AM - 11:50 AM, 3.0, ES 3032 - Electrical Engineering (M/W/F 11:00 AM - 11:50 AM)
ES 3047, 21406.0, TR, 12:30 PM - 01:45 PM, 3.0, ES 3047 - Thermodynamics (T/R 12:30 PM - 01:45 PM)
ES 3047, 21407.0, MWF, 09:00 AM - 09:50 AM, 3.0, ES 3047 - Thermodynamics (M/W/F 09:00 AM - 09:50 AM)
ES 3050, 21408.0, MWF, 10:00 AM - 10:50 AM, 3.0, ES 3050 - Heat & Mass Transfer (M/W/F 10:00 AM - 10:50 AM)
ES 4005L, 21409.0, F, 02:00 PM - 04:00 PM, 1.0, ES 4005L - Inst.,Meas.,& Proc. Cont. LabI (F 02:00 PM - 04:00 PM)
EMGT 5001, 21797.0, T, 05:00 PM - 08:00 PM, 3.0, EMGT 5001 - Mgt Science for Engr Mgt (T 05:00 PM - 08:00 PM)
EMGT 5001, 22468.0, T, 05:00 PM - 08:00 PM, 3.0, EMGT 5001 - Mgt Science for Engr Mgt (T 05:00 PM - 08:00 PM)
EMGT 5004, 21901.0, W, 05:00 PM - 08:00 PM, 3.0, EMGT 5004 - Engineering Statistics (W 05:00 PM - 08:00 PM)
EMGT 5004, 22469.0, W, 05:00 PM - 08:00 PM, 3.0, EMGT 5004 - Engineering Statistics (W 05:00 PM - 08:00 PM)
EMGT 5006, 21801.0, M, 05:00 PM - 08:00 PM, 3.0, EMGT 5006 - Managing HR in Tech Organizati (M 05:00 PM - 08:00 PM)
EMGT 5006, 22470.0, M, 05:00 PM - 08:00 PM, 3.0, EMGT 5006 - Managing HR in Tech Organizati (M 05:00 PM - 08:00 PM)
EMGT 5007, 21804.0, R, 05:00 PM - 08:00 PM, 3.0, EMGT 5007 - Technology Entrepreneurship (R 05:00 PM - 08:00 PM)
EMGT 5089, 22463.0, W, 05:00 PM - 08:00 PM, 3.0, EMGT 5089 - Introduction to Space Industry (W 05:00 PM - 08:00 PM)
EDUC 0189, 21388.0, F, 02:00 PM - 04:00 PM, 2.0, EDUC 0189 - Mentoring & Leadership (F 02:00 PM - 04:00 PM)
EDUC 0189, 22555.0, F, 02:00 PM - 04:00 PM, 2.0, EDUC 0189 - Mentoring & Leadership (F 02:00 PM - 04:00 PM)
EDUC 3040, 21389.0, MW, 05:05 PM - 06:20 PM, 3.0, EDUC 3040 - Concepts in Education (M/W 05:05 PM - 06:20 PM)
EDUC 3040, 21390.0, MW, 05:05 PM - 06:20 PM, 3.0, EDUC 3040 - Concepts in Education (M/W 05:05 PM - 06:20 PM)
EDUC 4001, 21391.0, TR, 05:00 PM - 06:15 PM, 3.0, EDUC 4001 - Effective Reading for Div Lear (T/R 05:00 PM - 06:15 PM)
EDUC 4001, 21392.0, TR, 05:00 PM - 06:15 PM, 3.0, EDUC 4001 - Effective Reading for Div Lear (T/R 05:00 PM - 06:15 PM)
EDUC 5001, 21395.0, TR, 05:00 PM - 06:15 PM, 3.0, EDUC 5001 - Effective Reading for Div Lear (T/R 05:00 PM - 06:15 PM)
EDUC 5001, 21396.0, TR, 05:00 PM - 06:15 PM, 3.0, EDUC 5001 - Effective Reading for Div Lear (T/R 05:00 PM - 06:15 PM)
EDUC 5002, 21397.0, TR, 05:00 PM - 06:15 PM, 3.0, EDUC 5002 - Effective Reading for Div Lear (T/R 05:00 PM - 06:15 PM)
EDUC 5002, 21398.0, TR, 05:00 PM - 06:15 PM, 3.0, EDUC 5002 - Effective Reading for Div Lear (T/R 05:00 PM - 06:15 PM)
ENTR 0189, 22450.0, TR, 03:30 PM - 04:45 PM, 3.0, ENTR 0189 - Intro to Entrepreneurship (T/R 03:30 PM - 04:45 PM)
ECON 2120, 20768.0, MWF, 11:00 AM - 11:50 AM, 3.0, ECON 2120 - Principles of Microeconomics (M/W/F 11:00 AM - 11:50 AM)
GEOC 5093, 22410.0, R, 04:00 PM - 05:00 PM, 1.0, GEOC 5093 - Seminar (R 04:00 PM - 05:00 PM)
GEOL 4040L, 22012.0, T, 02:00 PM - 05:00 PM, 1.0, GEOL 4040L - Hydro Theory & Fld Method Lab (T 02:00 PM - 05:00 PM)
GEOL 4054, 22056.0, TR, 11:00 AM - 12:15 PM, 3.0, GEOL 4054 - Tectonics (T/R 11:00 AM - 12:15 PM)
GEOL 4062, 22411.0, TR, 09:30 AM - 10:45 AM, 3.0, GEOL 4062 - Mineral Deposits (T/R 09:30 AM - 10:45 AM)
GEOL 4089, 22036.0, W, 01:00 PM - 01:50 PM, 1.0, GEOL 4089 - Fndmtls of Sci comput sem (W 01:00 PM - 01:50 PM)
CYBS 5002, 21827.0, W, 02:15 PM - 04:45 PM, 3.0, CYBS 5002 - Cybersecurity Ethics and Law (W 02:15 PM - 04:45 PM)
CYBS 5005, 21858.0, TR, 02:00 PM - 03:15 PM, 3.0, CYBS 5005 - Data Science for Cybersecurity (T/R 02:00 PM - 03:15 PM)
CYBS 5005, 21828.0, TR, 02:00 PM - 03:15 PM, 3.0, CYBS 5005 - Data Science for Cybersecurity (T/R 02:00 PM - 03:15 PM)
CYBS 5014, 22033.0, M, 06:00 PM - 09:00 PM, 3.0, CYBS 5014 - Comp Sec & Incident Response (M 06:00 PM - 09:00 PM)
CYBS 5041, 21862.0, TR, 12:30 PM - 01:45 PM, 3.0, CYBS 5041 - Advanced Cryptography (T/R 12:30 PM - 01:45 PM)
CYBS 5041, 21830.0, TR, 12:30 PM - 01:45 PM, 3.0, CYBS 5041 - Advanced Cryptography (T/R 12:30 PM - 01:45 PM)
CYBS 5061, 21833.0, T, 03:30 PM - 06:30 PM, 3.0, CYBS 5061 - Foundations of Cybersecurity (T 03:30 PM - 06:30 PM)
CYBS 5089, 22037.0, TR, 11:00 AM - 12:15 PM, 3.0, CYBS 5089 - AI and Cybersecurity (T/R 11:00 AM - 12:15 PM)
CYBS 5089, 22040.0, TR, 11:00 AM - 12:15 PM, 3.0, CYBS 5089 - AI and Cybersecurity (T/R 11:00 AM - 12:15 PM)
EE 162, 21379.0, T, 02:00 PM - 04:50 PM, 1.0, EE 162 - Basic Electronics Lab II (T 02:00 PM - 04:50 PM)
EE 162, 22132.0, W, 02:00 PM - 04:50 PM, 1.0, EE 162 - Basic Electronics Lab II (W 02:00 PM - 04:50 PM)
EE 211, 22136.0, MWF, 10:00 AM - 10:50 AM, 3.0, EE 211 - Circuits & Signals I (M/W/F 10:00 AM - 10:50 AM)
EE 271, 22137.0, MWF, 11:00 AM - 11:50 AM, 3.0, EE 271 - Mathematical Engineering (M/W/F 11:00 AM - 11:50 AM)
EE 3011, 21381.0, TR, 09:30 AM - 10:45 AM, 3.0, EE 3011 - Signals and Linear Systems (T/R 09:30 AM - 10:45 AM)
EE 3051, 22047.0, TR, 12:30 PM - 01:45 PM, 3.0, EE 3051 - Microcontrollers (T/R 12:30 PM - 01:45 PM)
EE 3053, 22052.0, MWF, 10:00 AM - 10:50 AM, 3.0, EE 3053 - Analog Electronics (M/W/F 10:00 AM - 10:50 AM)
EE 3061, 22054.0, MF, 02:00 PM - 05:00 PM, 2.0, EE 3061 - Mixed Electronics Lab I (M/F 02:00 PM - 05:00 PM)
EE 4011, 22122.0, MWF, 09:00 AM - 09:50 AM, 3.0, EE 4011 - Stochastic Processes and Comm (M/W/F 09:00 AM - 09:50 AM)
EE 4031, 22125.0, MWF, 11:00 AM - 11:50 AM, 3.0, EE 4031 - Electrodynamics (M/W/F 11:00 AM - 11:50 AM)
EE 4081, 22127.0, MW, 12:00 PM - 12:50 PM, 3.0, EE 4081 - Capstone Design I (M/W 12:00 PM - 12:50 PM)
MATH 4030, 21525.0, MWF, 11:00 AM - 11:50 AM, 3.0, MATH 4030 - Mathematical Modeling (M/W/F 11:00 AM - 11:50 AM)
MATH 4037, 22446.0, TR, 12:30 PM - 01:45 PM, 3.0, MATH 4037 - Systems of ODE's (T/R 12:30 PM - 01:45 PM)
MATH 4083, 21526.0, TR, 09:30 AM - 10:45 AM, 3.0, MATH 4083 - Mathematical Statistics (T/R 09:30 AM - 10:45 AM)
MATH 5011, 21544.0, TR, 09:30 AM - 10:45 AM, 3.0, MATH 5011 - Numerical Methods for PDEs (T/R 09:30 AM - 10:45 AM)
MATH 5030, 21919.0, MWF, 11:00 AM - 11:50 AM, 3.0, MATH 5030 - Mathematical Modeling (M/W/F 11:00 AM - 11:50 AM)
MATH 5042, 22439.0, TR, 02:00 PM - 03:15 PM, 3.0, MATH 5042 - Topics Differential Geometry (T/R 02:00 PM - 03:15 PM)
MATH 5077, 22422.0, MW, 12:35 PM - 01:50 PM, 3.0, MATH 5077 - Functional Analysis (M/W 12:35 PM - 01:50 PM)
MATH 5086, 22444.0, TR, 09:30 AM - 10:45 AM, 3.0, MATH 5086 - Spatial Variability & Geostats (T/R 09:30 AM - 10:45 AM)
MATH 5088, 22445.0, TR, 02:00 PM - 03:15 PM, 3.0, MATH 5088 - Advanced Data Analysis (T/R 02:00 PM - 03:15 PM)
GEOL 5054, 22057.0, TR, 11:00 AM - 12:15 PM, 3.0, GEOL 5054 - Tectonics (T/R 11:00 AM - 12:15 PM)
GEOL 5089, 22038.0, W, 01:00 PM - 01:50 PM, 1.0, GEOL 5089 - Fndmtls of Sci comput sem (W 01:00 PM - 01:50 PM)
CSE 101, 20207.0, MW, 12:00 PM - 12:50 PM, 2.0, CSE 101 - Intro Comp Sci & Info Tech (M/W 12:00 PM - 12:50 PM)
CSE 107, 20215.0, MWF, 01:00 PM - 01:50 PM, 4.0, CSE 107 - Intro to Programming Python (M/W/F 01:00 PM - 01:50 PM)
CSE 113, 20184.0, MWF, 02:00 PM - 02:50 PM, 4.0, CSE 113 - Introduction to Programming (M/W/F 02:00 PM - 02:50 PM)
CSE 113, 20534.0, MWF, 02:00 PM - 02:50 PM, 4.0, CSE 113 - Introduction to Programming (M/W/F 02:00 PM - 02:50 PM)
CSE 122, 20165.0, MWF, 11:00 AM - 11:50 AM, 3.0, CSE 122 - Algorithms & Data Structures (M/W/F 11:00 AM - 11:50 AM)
CSE 221, 20166.0, TR, 12:30 PM - 01:45 PM, 3.0, CSE 221 - Computer System Organization (T/R 12:30 PM - 01:45 PM)
CSE 241, 20219.0, TR, 11:00 AM - 12:15 PM, 3.0, CSE 241 - Foundtns of Computer Science (T/R 11:00 AM - 12:15 PM)
CSE 3021, 21545.0, TR, 09:30 AM - 10:45 AM, 3.0, CSE 3021 - Internet and Web Programming (T/R 09:30 AM - 10:45 AM)
CSE 3025, 21546.0, MWF, 09:00 AM - 09:50 AM, 4.0, CSE 3025 - Princ. of Operating Systems (M/W/F 09:00 AM - 09:50 AM)
CSE 3044, 21548.0, TR, 11:00 AM - 12:15 PM, 4.0, CSE 3044 - Design & Analysis of Algorithm (T/R 11:00 AM - 12:15 PM)
CSE 3053, 21550.0, TR, 02:00 PM - 03:15 PM, 3.0, CSE 3053 - Introduct to Computer Networks (T/R 02:00 PM - 03:15 PM)
CSE 3091, 21551.0, W, 05:00 PM - 05:50 PM, 1.0, CSE 3091 - Cybersecurity Professional Dev (W 05:00 PM - 05:50 PM)
CEPR 1001, 22371.0, MW, 07:00 PM - 07:55 PM, 1.0, CEPR 1001 - Beg Belly Dancing (M/W 07:00 PM - 07:55 PM)
CEPR 1002, 22373.0, TR, 05:30 PM - 06:25 PM, 1.0, CEPR 1002 - Dance Fit (T/R 05:30 PM - 06:25 PM)
CEPR 1003, 22374.0, MW, 06:00 PM - 06:55 PM, 1.0, CEPR 1003 - Basketball (M/W 06:00 PM - 06:55 PM)
CEPR 1004, 22375.0, TR, 01:00 PM - 01:55 PM, 1.0, CEPR 1004 - Beginning Golf (T/R 01:00 PM - 01:55 PM)
